cluster,heatwave_type,exposure,log_rr,ci_low,ci_high,display_high,common_support_high,y_min,y_max,phenotype_name,line_segment,axis_expansion_factor
1,compound,8.85429166666667,-0.130700603634391,-0.1806723640109182,-0.0807288432578638,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,9.07025,-0.1327698166323376,-0.1837171209633412,-0.081822512301334,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,9.28620833333333,-0.1347759307919007,-0.1866982795117437,-0.0828535820720578,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,9.50216666666666,-0.1367195444679886,-0.1896159309457714,-0.0838231579902058,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,9.718125,-0.1386012560155094,-0.1924701716482103,-0.0847323403828085,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,9.93408333333333,-0.1404216637893712,-0.1952611039041057,-0.0855822236746367,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,10.1500416666667,-0.1421813661444826,-0.1979888366908311,-0.0863738955981341,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,10.366,-0.1438809614357509,-0.2006534864474436,-0.0871084364240583,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,10.5819583333333,-0.1455210480180849,-0.2032551778217788,-0.087786918214391,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,10.7979166666667,-0.1471022242463934,-0.205794044393816,-0.0884104040989707,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,11.013875,-0.1486250884755832,-0.2082702293739672,-0.0889799475771992,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,11.2298333333333,-0.1500902390605632,-0.2106838862750592,-0.0894965918460672,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,11.4457916666667,-0.1514982743562423,-0.213035179556855,-0.0899613691556295,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,11.66175,-0.1528497927175273,-0.2153242852421029,-0.0903753001929517,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,11.8777083333333,-0.154145392499327,-0.2175513915032126,-0.0907393934954414,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,12.0936666666667,-0.1553856720565503,-0.2197166992187425,-0.091054644894358,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,12.309625,-0.1565712297441042,-0.2218204224990223,-0.091322036989186,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,12.5255833333333,-0.1577026639168973,-0.2238627891803483,-0.0915425386534462,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,12.7415416666667,-0.1587805729298385,-0.2258440412872723,-0.0917171045724047,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,12.9575,-0.1598055551378349,-0.2277644354626406,-0.0918466748130291,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
