"cluster","heatwave_type","exposure","log_rr","ci_low","ci_high"
"3","compound","16.4587075","-0.1714592810568192","-0.41797358321857025","0.07505502110493181"
"3","compound","16.54018625","-0.17032042287409876","-0.419435997696303","0.07879515194810552"
"3","compound","16.621665","-0.16917076379025245","-0.4209478720722628","0.08260634449175794"
"3","compound","16.70314375","-0.16801059572152688","-0.4225099431355665","0.08648875169251274"
"3","compound","16.7846225","-0.1668402105841686","-0.42412294707535964","0.09044252590702245"
"3","compound","16.86610125","-0.16565990029442443","-0.4257876184030487","0.0944678178141998"
"3","compound","16.94758","-0.16446995676854093","-0.427504688846073","0.09856477530899116"
"3","compound","17.02905875","-0.16327067192276468","-0.42927488621221954","0.10273354236669019"
"3","compound","17.1105375","-0.16206233767334247","-0.4310989332235182","0.10697425787683332"
"3","compound","17.19201625","-0.16084524593652078","-0.4329775463188185","0.11128705444577697"
"3","compound","17.273495","-0.15961968862854642","-0.43491143442418745","0.11567205716709461"
"3","compound","17.35497375","-0.15838595766566596","-0.4369012976903389","0.12012938235900703"
"3","compound","17.4364525","-0.15714434496412602","-0.43894782619635","0.12465913626809791"
"3","compound","17.51793125","-0.1558951424401733","-0.4410516986189923","0.12926141373864566"
"3","compound","17.59941","-0.15463864201005442","-0.44321358086706997","0.1339362968469611"
"3","compound","17.68088875","-0.15337513559001598","-0.445434124680219","0.13868385350018703"
"3","compound","17.7623675","-0.15210491509630475","-0.44771396619170706","0.14350413599909756"
"3","compound","17.84384625","-0.15082827244516728","-0.450053724454844","0.14839717956450943"
"3","compound","17.925325","-0.14954549955285018","-0.4524539999326929","0.15336300082699256"
"3","compound","18.00680375","-0.1482568883356002","-0.45491537295086715","0.15840159627966677"
"3","compound","18.0882825","-0.14696273070966398","-0.4574384021132814","0.16351294069395345"
"3","compound","18.16976125","-0.14566331859128803","-0.46002362268081975","0.16869698549824366"
"3","compound","18.25124","-0.14435894389671916","-0.4626715449129954","0.17395365711955707"
"3","compound","18.33271875","-0.1430498985422039","-0.4653826523727684","0.17928285528836058"
"3","compound","18.4141975","-0.141736474443989","-0.4681574001948048","0.18468445130682676"
"3","compound","18.49567625","-0.14041896351832106","-0.470996213317578","0.1901582862809359"
"3","compound","18.577155","-0.13909765768144663","-0.473899484679832","0.19570416931693876"
"3","compound","18.65863375","-0.13777284884961252","-0.47686757338204644","0.20132187568282137"
"3","compound","18.7401125","-0.1364448289390653","-0.47990080281369113","0.20701114493556055"
"3","compound","18.82159125","-0.13511388986605155","-0.482999458747173","0.21277167901506988"
"3","compound","18.90307","-0.13378032354681807","-0.48616378739953975","0.2186031403059036"
"3","compound","18.98454875","-0.13244442189761138","-0.4893939934631427","0.22450514966791993"
